date,id,parentId,level,name,grade,jobTitle,unit,salaryCostOfReports,payFloor,payCeil,professionalOccupationalGroup
Sep-15,OD121,OD473,Senior,N/D,SCS1,Deputy Director Large Business Change,BT Change,722000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD122,OD473,Senior,N/D,SCS1,Lead C&F Engagement SME,BT Change,1248000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD126,OD565,Senior,N/D,SCS1,BT Change Delivery Programme (ECSM),One Government at the Border,418000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD127,OD135,Senior,N/D,SCS1,Corporation Tax Product Owner - Financial Products and Services,CTIS,1365000,N/A,N/A,Tax Professionals
Sep-15,OD128,OD137,Senior,N/D,SCS1,Head of Treaty Negotiator Team,CTIS,0,N/A,N/A,Policy
Sep-15,OD130,OD141,Senior,N/D,SCS1,Head of International Tax Structure,CTIS,0,N/A,N/A,Tax Professionals
Sep-15,OD131,OD135,Senior,N/D,SCS1,"CT Product Owner - CT Structure, Incentives and Reliefs",CTIS,1145000,N/A,N/A,Tax Professionals
Sep-15,OD133,OD137,Senior,N/D,SCS1,Head of JITSIC & Exchange of Information Policy,CTIS,929000,N/A,N/A,Tax Professionals
Sep-15,OD135,OD136,Senior,N/D,SCS1,Deputy Director CT Product and Process Owner,CTIS,0,N/A,N/A,Tax Professionals
Sep-15,OD230,OD102,Senior,James Robertson,SCS2,Director Central Customer & Strategy,Central Customer & Strategy,0,"85,000","89,999",Policy
Sep-15,OD137,OD136,Senior,N/D,SCS1,Deputy Director International Relations (also covering temp role: Deputy Director CFC Legacy Project),CTIS,925000,N/A,N/A,Tax Professionals
Sep-15,OD139,OD144,Senior,N/D,SCS1,"Senior Transfer Pricing and International Advisor, CTIAA",CTIS,0,N/A,N/A,Tax Professionals
Sep-15,OD140,OD135,Senior,N/D,SCS1,Head of CTIAA Litigation,CTIS,1301000,N/A,N/A,Tax Professionals
Sep-15,OD141,OD136,Senior,N/D,SCS1,Deputy Director International Tax Policy & Structure,CTIS,1270000,N/A,N/A,Tax Professionals
Sep-15,OD143,OD135,Senior,N/D,SCS1,Head of Trading and Property Income Tax and Capital - TAPICA (Product Owner),CTIS,1340000,N/A,N/A,Tax Professionals
Sep-15,OD144,OD136,Senior,N/D,SCS1,Deputy Director Transfer Pricing,CTIS,1707000,N/A,N/A,Tax Professionals
Sep-15,OD145,OD136,Senior,N/D,SCS1,CT Cross Cutting and Avoidance Specialist,CTIS,0,N/A,N/A,Tax Professionals
Sep-15,OD146,OD135,Senior,N/D,SCS1,Corporation Tax Process Owner,CTIS,930000,N/A,N/A,Planning
Sep-15,OD148,OD151,Senior,N/D,SCS1,Head of Large Business and Customer Strategy Business Unit,Business Customer & Strategy,1501000,N/A,N/A,Tax Professionals
Sep-15,OD273,OD106,Senior,Victoria Ranson,SCS2,Director Risk & Intelligence,Risk & Intelligence Services,10788000,"85,000","89,999",Operational Delivery
Sep-15,OD153,OD151,Senior,N/D,SCS1,"Head, Business Customer Experience Team",Business Customer & Strategy,943000,N/A,N/A,Policy
Sep-15,OD155,OD228,Senior,N/D,SCS1," Deputy Director Alcohol, Tobacco, Holding & Movement Product & Process Owner",Indirect Tax Directorate,1343000,N/A,N/A,Policy
Sep-15,OD159,OD161,Senior,N/D,SCS1,"Deputy Director Customs, Product & Process Owner (2)",Customs Directorate,2653000,N/A,N/A,Tax Professionals
Sep-15,OD161,OD109,Senior,N/D,SCS1,Director of Customs,Customs Directorate,4883000,N/A,N/A,Tax Professionals
Sep-15,OD162,OD136,Senior,N/D,SCS1,"Deputy Director Stamps & MLR Product, Process & Operations Owner",CTIS,2761000,N/A,N/A,Tax Professionals
Sep-15,OD163,OD228,Senior,N/D,SCS1,DD environmental Taxes Product & Process Owner,Indirect Tax Directorate,950000,N/A,N/A,Policy
Sep-15,OD164,OD109,Senior,N/D,SCS1,"Director BT Finance, Performance & Risk",BT Corporate Centre,836000,N/A,N/A,Finance
Sep-15,OD165,OD108,Senior,N/D,SCS1,HR Director- BT & CS,HR,1449000,N/A,N/A,Human Resources
Sep-15,OD167,OD531,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD169,OD180,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD170,OD193,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD172,OD185,Senior,N/D,SCS1,HRCP Programme Leader,Large Business,393000,N/A,N/A,Tax Professionals
Sep-15,OD173,OD104,Senior,N/D,SCS1,Finance & Performance Director,Benefits & Credits,1921000,N/A,N/A,Finance
Sep-15,OD174,OD193,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD175,OD532,Senior,N/D,SCS1,HRCP Enquiry Coordinator ,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD176,OD201,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD177,OD531,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD178,OD206,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD179,OD185,Senior,N/D,SCS1,Head of Accountancy,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD180,OD204,Senior,N/D,SCS1,LBS Deputy Director (Birmingham),Large Business,7821000,N/A,N/A,Tax Professionals
Sep-15,OD181,OD206,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD182,OD201,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD184,OD206,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD185,OD204,Senior,N/D,SCS1,Deputy Director LBS Strategic Resource Unit,Large Business,1786000,N/A,N/A,Tax Professionals
Sep-15,OD188,OD204,Senior,N/D,SCS1,"Deputy Director, LBS Planning Performance & Assurance",Large Business,1205000,N/A,N/A,Tax Professionals
Sep-15,OD189,OD204,Senior,N/D,SCS1,LBS Deputy Director (Newcastle),Large Business,11757000,N/A,N/A,Tax Professionals
Sep-15,OD190,OD532,Senior,VACANT,SCS1,Assistant Director,Large Business,0,0,0,Tax Professionals
Sep-15,OD192,OD532,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD193,OD204,Senior,N/D,SCS1,Regional Deputy Director London 1,Large Business,10368000,N/A,N/A,Tax Professionals
Sep-15,OD194,OD532,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD196,OD193,Senior,VACANT,SCS1,assistant Director,Large Business,0,0,0,Tax Professionals
Sep-15,OD197,OD220,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD198,OD189,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD199,OD220,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD200,OD185,Senior,N/D,SCS1,"Strategic Lead, VAT & Indirect Taxes",Large Business,457000,N/A,N/A,Tax Professionals
Sep-15,OD201,OD204,Senior,N/D,SCS1,Deputy Director Nottingham Urban Centre Lead ,Large Business,7947000,N/A,N/A,Tax Professionals
Sep-15,OD203,OD189,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD275,OD106,Senior,Andy Cole,SCS2,Director Specialist Investigations,Specialist Investigations,0,"85,000","89,999",Operational Delivery
Sep-15,OD205,OD185,Senior,N/D,SCS1,"LBS Strategic Lead, Operational Strategy & Capability",Large Business,841000,N/A,N/A,Tax Professionals
Sep-15,OD206,OD204,Senior,N/D,SCS1,Deputy Director - Manchester,Large Business,12264000,N/A,N/A,Tax Professionals
Sep-15,OD207,OD531,Senior,N/D,SCS1,HRCP enquiry co-ordinator,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD208,OD180,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD209,OD180,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD212,OD193,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD213,OD532,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD214,OD532,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD215,OD220,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD217,OD220,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD219,OD185,Senior,N/D,SCS1,"Strategic Lead, Direct Tax and International",Large Business,473000,N/A,N/A,Tax Professionals
Sep-15,OD220,OD204,Senior,N/D,SCS1,LBS Deputy Director (Bristol),Large Business,12183000,N/A,N/A,Tax Professionals
Sep-15,OD221,OD193,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD223,OD193,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD224,OD220,Senior,N/D,SCS1,Assistant Director,Large Business,0,N/A,N/A,Tax Professionals
Sep-15,OD226,OD228,Senior,N/D,SCS1,"Deputy Director VAT Supply, Advice, Risk & Business Support",Indirect Tax Directorate,3645000,N/A,N/A,Policy
Sep-15,OD227,OD228,Senior,N/D,SCS1,Deputy Director VAT Indirect Tax Process Owner,Indirect Tax Directorate,2053000,N/A,N/A,Operational Delivery
Sep-15,OD278,OD106,Senior,Paul Gerrard,SCS2,Director E&C Strategy & Change,E&C Central Services,213000,"85,000","89,999",Programme and Project Management (PPM)
Sep-15,OD229,OD228,Senior,N/D,SCS1,"DD Projects, Fraud, Gambling & International, Indirect Tax, Product & Process Owner  ",Indirect Tax Directorate,1876000,N/A,N/A,Policy
Sep-15,OD345,OD110,Senior,Andrew Scott,SCS2,Director Solicitors B - Business Tax,Solicitor's Office,0,"85,000","89,999",Law
Sep-15,OD234,OD230,Senior,N/D,SCS1,Deputy Director Behaviour Change ,Central Customer & Strategy,715000,N/A,N/A,Policy
Sep-15,OD236,OD418,Senior,N/D,SCS1,Deputy Director Strategic Tax Gap Analysis,Central Policy,0,N/A,N/A,Operational Research
Sep-15,OD346,OD110,Senior,Sinead Murray,SCS2,"Director Solicitors C - Personal Tax, Benefits & Credits & Corporate Services",Solicitor's Office,0,"85,000","89,999",Law
Sep-15,OD366,OD103,Senior,Elaine Benn,SCS2,Director PT Change,PT Change,226000,"85,000","89,999",Programme and Project Management (PPM)
Sep-15,OD243,OD242,Senior,VACANT,SCS1,Deputy Director ESS Customer & Support Services,Estates & Support Services,0,0,0,Property and asset management
Sep-15,OD244,OD242,Senior,N/D,SCS1,"Deputy Director Strategy, Programme & Projects",Estates & Support Services,2413000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD245,OD242,Senior,N/D,SCS1,Deputy Director Estates Contracts and Compliance ,Estates & Support Services,3053000,N/A,N/A,Property and asset management
Sep-15,OD420,OD107,Senior,Jonathan Lloyd-White,SCS2,Director of Security & Information,Security & Information Directorate,1818000,"85,000","89,999",Knowledge and Information Management (KIM)
Sep-15,OD248,OD247,Senior,N/D,SCS1,Chief Financial Accountant,Corporate Finance,7223000,N/A,N/A,Finance
Sep-15,OD524,OD106,Senior,Kevin Fletcher,SCS2,Director Data Exploitation,Data Exploitation Directorate,727000,"85,000","89,999",Information Technology
Sep-15,OD250,OD105,Senior,VACANT,SCS1,Deputy Diretor Finance Change Programme,Corporate Finance,0,0,0,Finance
Sep-15,OD251,OD105,Senior,N/D,SCS1,"Director CFO Finance, Performance & Risk",CFO Corporate Support,2088000,N/A,N/A,Finance
Sep-15,OD570,OD103,Senior,Emma Churchill,SCS2,"Director, Process Transformation Cluster",HMRC Process Transformation,4005000,"85,000","89,999",Programme and Project Management (PPM)
Sep-15,OD253,OD252,Senior,N/D,SCS1,Deputy Director HMRC Budget Controller,Corporate Finance,915000,N/A,N/A,Finance
Sep-15,OD254,OD252,Senior,N/D,SCS1,Deputy Director Operational Strategy & Innovation,Corporate Finance,752000,N/A,N/A,Finance
Sep-15,OD255,OD252,Senior,N/D,SCS1,Deputy Director HMRC Performance Management,Corporate Finance,859000,N/A,N/A,Finance
Sep-15,OD111,OD104,Senior,Tom Smith,SCS2,Director Customer Strategy and Change Policy,Benefits & Credits,848000,"90,000","94,999",Policy
Sep-15,OD266,OD108,Senior,Jaqui Perryer,SCS2,Director Organisation Development,HR,0,"90,000","94,999",Human Resources
Sep-15,OD260,OD259,Senior,N/D,SCS1,Deputy Director Internal & Change Communications,Corporate Communications Office,1572000,N/A,N/A,Communications
Sep-15,OD261,OD259,Senior,N/D,SCS1,Head of Marketing Services,Corporate Communications Office,3032000,N/A,N/A,Communications
Sep-15,OD276,OD106,Senior,Simon York,SCS2,"Director, Fraud Investigation Service",Criminal Investigation,21834000,"90,000","94,999",Operational Delivery
Sep-15,OD263,OD262,Senior,N/D,SCS1,Deputy Director Employee Relations,HR,2337000,N/A,N/A,Human Resources
Sep-15,OD265,OD459,Senior,N/D,SCS1,"Head of Internal Resourcing, Programme Management Office and Communications",HR,1506000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD344,OD110,Senior,David Bunting,SCS2,Director Solicitors A - Litigation & Enforcement,Solicitor's Office,0,"90,000","94,999",Law
Sep-15,OD369,OD103,Senior,Carol Bristow,SCS2,Director PT Product & Process,PT Customer Product & Process,487000,"90,000","94,999",Policy
Sep-15,OD267,OD266,Senior,N/D,SCS1,Deputy Director Engagement & Diversity ,HR,2593000,N/A,N/A,Human Resources
Sep-15,OD268,OD266,Senior,N/D,SCS1,"Deputy Director Learning, Skills and Professional Capability",HR,1535000,N/A,N/A,Human Resources
Sep-15,OD269,OD266,Senior,N/D,SCS1,Deputy Director Leadership Development,HR,516000,N/A,N/A,Human Resources
Sep-15,OD459,OD108,Senior,Ravi Chand,SCS2,Director Workforce Management,HR,233000,"90,000","94,999",Human Resources
Sep-15,OD508,OD107,Senior,Steven Walters,SCS2,Chief Technology Officer,CDIO,1381000,"90,000","94,999",Information Technology
Sep-15,OD543,OD104,Senior,Suzanne Newton,SCS2,Director - tax free child care programme,Benefits & Credits,0,"90,000","94,999",Programme and Project Management (PPM)
Sep-15,OD565,OD109,Senior,Kevin  Franklin,SCS2,Director of Customs Transformation,One Government at the Border,561000,"90,000","94,999",Programme and Project Management (PPM)
Sep-15,OD117,OD104,Senior,Louise Boyle,SCS2,Director Benefits & Credits Operations,Benefits & Credits,850000,"95,000","99,999",Operational Delivery
Sep-15,OD151,OD109,Senior,Theresa Middleton,SCS2,"Director Business Tax, Customer & Strategy",Business Customer & Strategy,0,"95,000","99,999",Tax Professionals
Sep-15,OD279,OD278,Senior,N/D,SCS1,Deputy Director Programme Services,E&C Central Services,1440000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD281,OD278,Senior,N/D,SCS1,Deputy Director IT Enabling Change,E&C Central Services,2218000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD282,OD276,Senior,N/D,SCS1,"Deputy Director Wales, West and Northern Ireland",Criminal Investigation,13215000,N/A,N/A,Operational Delivery
Sep-15,OD283,OD276,Senior,N/D,SCS1,"Deputy Director Operational Tasking, Performance and Specialist Delivery",Criminal Investigation,13333000,N/A,N/A,Operational Delivery
Sep-15,OD284,OD276,Senior,N/D,SCS1,Deputy Director London & South,Criminal Investigation,19642000,N/A,N/A,Operational Delivery
Sep-15,OD285,OD276,Senior,N/D,SCS1,Deputy Director Planning Strategy & Policy,Criminal Investigation,7726000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD286,OD276,Senior,N/D,SCS1,Deputy Director Scotland & East,Criminal Investigation,14599000,N/A,N/A,Operational Delivery
Sep-15,OD288,OD277,Senior,N/D,SCS1,Insolvency Complex Case Specialist ,Debt Management & Banking,0,N/A,N/A,Operational Delivery
Sep-15,OD289,OD277,Senior,N/D,SCS1,Deputy Director Banking & Debt Collection Agency Lead,Debt Management & Banking,17843000,N/A,N/A,Operational Delivery
Sep-15,OD290,OD277,Senior,N/D,SCS1,DMB Deputy Director Business Transformation,Debt Management & Banking,0,N/A,N/A,Operational Delivery
Sep-15,OD291,OD277,Senior,N/D,SCS1,Deputy Director Enforcement & Specialist Offices,Debt Management & Banking,49861000,N/A,N/A,Operational Delivery
Sep-15,OD292,OD277,Senior,N/D,SCS1,Deputy Director & Head of DMB Campaign Design,Debt Management & Banking,3176000,N/A,N/A,Operational Delivery
Sep-15,OD293,OD562,Senior,N/D,SCS1,Finance Director (Enforcement & Compliance),E&C Central Services,2164000,N/A,N/A,Finance
Sep-15,OD294,OD293,Senior,N/D,SCS1,Deputy Director E&C Performance & Planning,E&C Central Services,1404000,N/A,N/A,Finance
Sep-15,OD297,OD274,Senior,N/D,SCS1,Deputy Director Dispute Resolution & Anti Money Laundering Supervision,Local Compliance,19707000,N/A,N/A,Operational Delivery
Sep-15,OD298,OD274,Senior,N/D,SCS1,Deputy Director SME ,Local Compliance,142068000,N/A,N/A,Operational Delivery
Sep-15,OD299,OD273,Senior,N/D,SCS1,Deputy Director Compliance Operational Policy & Guidance,Risk & Intelligence Services,2174000,N/A,N/A,Operational Delivery
Sep-15,OD300,OD370,Senior,N/D,SCS1,"Deputy Director MSBW Compliance - Planning, Performance & Governance",Local Compliance,4108000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD301,OD274,Senior,N/D,SCS1,"Deputy Director Local Compliance, Central Compliance Operations",Local Compliance,41519000,N/A,N/A,Operational Delivery
Sep-15,OD302,OD370,Senior,N/D,SCS1,Deputy Director MSBW Compliance - Mid-Sized Business,Local Compliance,56337000,N/A,N/A,Operational Delivery
Sep-15,OD303,OD274,Senior,N/D,SCS1,Deputy Director CITEX Operations,Local Compliance,31247000,N/A,N/A,Operational Delivery
Sep-15,OD305,OD274,Senior,N/D,SCS1,"Deputy Director ISB Compliance - Planning, Performance & Governance.",Local Compliance,3150000,N/A,N/A,Operational Delivery
Sep-15,OD306,OD370,Senior,N/D,SCS1,Deputy Director MSBW Compliance - I&PB,Local Compliance,38577000,N/A,N/A,Operational Delivery
Sep-15,OD307,OD273,Senior,N/D,SCS1,Deputy Director Intelligence,Risk & Intelligence Services,25531000,N/A,N/A,Operational Delivery
Sep-15,OD308,OD273,Senior,N/D,SCS1,Deputy Director Preventive Risking,Risk & Intelligence Services,6319000,N/A,N/A,Operational Delivery
Sep-15,OD309,OD273,Senior,N/D,SCS1,Deputy Director Analysis,Risk & Intelligence Services,619000,N/A,N/A,Operational Delivery
Sep-15,OD310,OD273,Senior,N/D,SCS1,Deputy Director Campaigns,Risk & Intelligence Services,3822000,N/A,N/A,Tax Professionals
Sep-15,OD204,OD109,Senior,Judith Knott,SCS2,Director LBS,Large Business,0,"95,000","99,999",Tax Professionals
Sep-15,OD321,OD319,Senior,N/D,SCS1,"Finance Director, Change Portfolio Finance Benefits & Assurance",Change Assurance & Investment,1177000,N/A,N/A,Finance
Sep-15,OD323,OD319,Senior,N/D,SCS1,Deputy Director Portfolio and Planning,Change Assurance & Investment,1064000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD326,OD319,Senior,N/D,SCS1,Deputy Director HMRC PaceSetter Service,Change Assurance & Investment,865000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD332,OD487,Senior,N/D,SCS1,Deputy Director Infrastructure Services,CDIO,4990000,N/A,N/A,Information Technology
Sep-15,OD335,OD107,Senior,VACANT,SCS1,"Finance Director (Change, Security & Information)",CDIO,0,0,0,Finance
Sep-15,OD336,OD487,Senior,N/D,SCS1,Deputy Director Head of IMS Live Services ,CDIO,1061000,N/A,N/A,Information Technology
Sep-15,OD337,OD515,Senior,Eliminated,SCS1,Deputy Director Infrastructure Programme,CDIO,0,0,0,Information Technology
Sep-15,OD242,OD105,Senior,Gill Hammond,SCS2,Director Estates & Support Services,Estates & Support Services,8666000,"95,000","99,999",Property and asset management
Sep-15,OD274,OD106,Senior,Melissa Tatton,SCS2,Director Local Compliance  ,Local Compliance,489000,"95,000","99,999",Operational Delivery
Sep-15,OD418,OD102,Senior,Marie-Claire Uhart,SCS2,Director Central Policy,Central Policy,892000,"95,000","99,999",Policy
Sep-15,OD347,OD110,Senior,N/D,SCS1,Commissioners' Advisory Accountant,Solicitor's Office,734000,N/A,N/A,Law
Sep-15,OD348,OD344,Senior,N/D,SCS1,Deputy Director Enforcement & Insolvency Team,Solicitor's Office,723000,N/A,N/A,Law
Sep-15,OD349,OD344,Senior,N/D,SCS1,"Deputy Director Customs, Excise & Environmentl Taxes Litigation",Solicitor's Office,0,N/A,N/A,Law
Sep-15,OD350,OD344,Senior,N/D,SCS1,Deputy Director Personal Tax Litigation Team,Solicitor's Office,665000,N/A,N/A,Law
Sep-15,OD351,OD344,Senior,N/D,SCS1,Deputy Director Strategic Litigation & Special Investigations Team,Solicitor's Office,809000,N/A,N/A,Law
Sep-15,OD352,OD344,Senior,N/D,SCS1,Deputy Director VAT Litigation,Solicitor's Office,801000,N/A,N/A,Law
Sep-15,OD353,OD344,Senior,N/D,SCS1,Deputy Director Business & Property Taxes Litigation Team,Solicitor's Office,778000,N/A,N/A,Law
Sep-15,OD354,OD345,Senior,N/D,SCS1,Deputy Director Corporation Tax Advisory,Solicitor's Office,779000,N/A,N/A,Law
Sep-15,OD355,OD345,Senior,N/D,SCS1,Deputy Director Property Taxes & Customs Advisory,Solicitor's Office,523000,N/A,N/A,Law
Sep-15,OD356,OD345,Senior,N/D,SCS1,"Deputy Director Legislation & European Coordination, Constitutional & Information Law & Disclosure Team",Solicitor's Office,499000,N/A,N/A,Law
Sep-15,OD357,OD345,Senior,N/D,SCS1,"Deputy Director HRCP, Capital Allowances, Reliefs, CFC & GAAR Advisory ",Solicitor's Office,593000,N/A,N/A,Law
Sep-15,OD358,OD345,Senior,N/D,SCS1,"Deputy Director Business International, Gains & VAT Advisory ",Solicitor's Office,823000,N/A,N/A,Law
Sep-15,OD359,OD344,Senior,N/D,SCS1,Deputy Director Rating & Valuation,Solicitor's Office,439000,N/A,N/A,Law
Sep-15,OD360,OD346,Senior,N/D,SCS1,Deputy Director Personal Tax Advisory,Solicitor's Office,713000,N/A,N/A,Law
Sep-15,OD361,OD346,Senior,Eliminated,SCS1,Deputy Director Employment Law,Solicitor's Office,0,0,0,Law
Sep-15,OD362,OD346,Senior,N/D,SCS1,Deputy Director Personal Tax,Solicitor's Office,507000,N/A,N/A,Law
Sep-15,OD363,OD346,Senior,N/D,SCS1,Deputy Director Criminal Law & Benefits & Credits Advisory,Solicitor's Office,462000,N/A,N/A,Law
Sep-15,OD364,OD346,Senior,N/D,SCS1,Deputy Director Commercial - Manchester,Solicitor's Office,840000,N/A,N/A,Law
Sep-15,OD515,OD107,Senior,Nigel Green,SCS2,Director of IT Delivery,CDIO,1027000,"95,000","99,999",Information Technology
Sep-15,OD562,OD106,Senior,Heather Smith,SCS2,E&C Finance Director,E&C Central Services,0,"95,000","99,999",Finance
Sep-15,OD239,OD105,Senior,Stephen Cottam,SCS2,Commercial Director,Commercial,4299000,"100,000","104,999",Procurement
Sep-15,OD319,OD105,Senior,Mike Shipp,SCS2,"Director Change, Assurance & Investment",Change Assurance & Investment,287000,"100,000","104,999",Programme and Project Management (PPM)
Sep-15,OD373,OD103,Senior,N/D,SCS1,Deputy Director PT Finance,PT Director,1824000,N/A,N/A,Finance
Sep-15,OD374,OD108,Senior,N/D,SCS1,HR Director - Personal Tax,HR,2112000,N/A,N/A,Human Resources
Sep-15,OD377,OD368,Senior,N/D,SCS1,Deputy Director Customer Service Delivery,PT Operations,91504000,N/A,N/A,Operational Delivery
Sep-15,OD381,OD366,Senior,N/D,SCS1,Deputy Director telephony Infrastructure & Operating Model,PT Change,2462000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD383,OD369,Senior,N/D,SCS1,Deputy Director Stakeholder Management,PT Customer Product & Process,1774000,N/A,N/A,Programme and Project Management (PPM)
Sep-15,OD387,OD368,Senior,N/D,SCS1,Deputy Director Customer Service Delivery,PT Operations,75644000,N/A,N/A,Operational Delivery
Sep-15,OD388,OD368,Senior,N/D,SCS1,Deputy Director Customer Service Delivery,PT Operations,49175000,N/A,N/A,Operational Delivery
